,iteration,strategy,num_deliveries,completed_deliveries,total_time,computation_time
107,18,tsp,60,60,1.5676680179412363,3.1155099868774414
108,19,greedy,20,20,1.0851693095212755,0.4086799621582031
109,19,greedy,40,40,1.292725184929639,1.3882031440734863
110,19,greedy,60,60,1.6669266930131703,3.364290952682495
111,19,tsp,20,20,1.0682740587696238,0.38851189613342285
112,19,tsp,40,40,1.388195619971434,1.3199639320373535
113,19,tsp,60,60,1.6330952006403965,3.0612707138061523
114,20,greedy,20,20,1.018475576645407,0.3312089443206787
115,20,greedy,40,40,1.5974595937408975,1.5541188716888428
116,20,greedy,60,60,1.5610781762773729,3.178647041320801
117,20,tsp,20,20,1.0763603989072852,0.3246421813964844
118,20,tsp,40,40,1.5856825808788024,1.3383278846740723
119,20,tsp,60,60,1.6669014978777164,3.345669746398926
120,21,greedy,20,20,0.9354082270340116,0.4013700485229492
121,21,greedy,40,40,1.4906589383752158,1.5380301475524902
122,21,greedy,60,60,1.8225756049240887,2.874459981918335
123,21,tsp,20,20,1.0150454202094237,0.3545339107513428
124,21,tsp,40,40,1.3920541513172213,1.2830519676208496
125,21,tsp,60,60,1.69542402171405,2.7162551879882812
126,22,greedy,20,20,1.0964104459440338,0.444896936416626
127,22,greedy,40,40,1.3761009991997855,1.4795119762420654
128,22,greedy,60,60,1.5815295440299084,3.142976999282837
129,22,tsp,20,20,1.3078478279898877,0.4054281711578369
130,22,tsp,40,40,1.393067649542471,1.3348331451416016
131,22,tsp,60,60,1.6661550706496535,2.8553168773651123
132,23,greedy,20,20,1.1261724867129208,0.36505675315856934
133,23,greedy,40,40,1.481298615671556,1.4390380382537842
134,23,greedy,60,60,1.7270387207956868,3.335381031036377
135,23,tsp,20,20,1.0359261225045497,0.3242533206939697
136,23,tsp,40,40,1.342769060307605,1.391840934753418
137,23,tsp,60,60,1.7243506759323801,2.9545111656188965
138,24,greedy,20,20,0.8414851550010145,0.34660983085632324
139,24,greedy,40,40,1.1466785829771204,1.3715786933898926
140,24,greedy,60,60,2.0985651899047864,3.694936990737915
141,24,tsp,20,20,0.9112521658131971,0.34305715560913086
142,24,tsp,40,40,1.1931795409735948,1.345534086227417
143,24,tsp,60,60,1.867005377109494,3.3660500049591064
144,25,greedy,20,20,1.2137567743587312,0.41463303565979004
145,25,greedy,40,40,1.4064368591003193,1.4525246620178223
146,25,greedy,60,60,2.071901456845995,3.393388032913208
147,25,tsp,20,20,1.1347543575116128,0.3711061477661133
148,25,tsp,40,40,1.5796495383363356,1.3299152851104736
149,25,tsp,60,60,1.9421511906815108,3.1869900226593018
